rank,tag,rating,character,id
264,Juug$tarr,11.294582059273145,"[""rockman""]",3621035
265,JollyPie,11.09808998287606,"[""luigi""]",434421
266,Pleeploploop,10.92097665321436,"[""sheik""]",1739676
267,KrimsonKurta,10.786054647502642,"[""edge""]",3820372
268,CraftiOne,10.754551305677342,"[""inkling""]",3739860
269,Galactic,10.751930184282175,"[""cloud""]",4019219
270,BlueMarker,10.691820393196933,"[""gaogaen""]",2059555
271,MossyCharger,10.632046652190363,"[""kirby""]",4945351
272,WeepAngel,10.567454155408152,"[""ganon""]",1570829
273,samtwo,10.401344227916939,"[""miifighter""]",1246662
274,X,10.386143270340483,"[""captain""]",2650387
275,SimplyBray,10.37096452807641,"[""sora""]",2270500
276,Mishmash,10.28286294178768,"[""miifighter""]",4104907
277,Nickisanick,10.23036164215165,"[""purin""]",1802902
278,Cryptonite,10.205455322239628,"[""falco""]",2300323
279,Infinite_Radiance,10.180609637991646,"[""brave""]",4926508
280,NoahMyBoa,10.1607766490583,"[""sora""]",4616653
281,Sh33rZ,10.15582444178719,"[""mario""]",3640465
282,Nerœ,10.057285597554642,"[""sonic""]",4349436
283,ZENKYUU,10.008375291898755,"[""jack""]",1184251
284,Chrysalis,9.93061306856216,"[""donkey""]",1512632
285,Noot,9.853455035536369,"[""cloud""]",4001469
286,NinjiumZ,9.848652612123482,"[""gekkouga""]",2635571
287,MidGhost,9.800756924476438,"[""inkling""]",4954484
288,Q,9.69147893093095,"[""captain""]",3131876
289,Tuna,9.660817440039372,"[""pikachu""]",2701623
290,SamRice,9.660817440039372,"[""luigi""]",2387403
291,Harry,9.616178901994289,,3659149
292,Bakered,9.583419382038805,"[""pacman""]",1952789
293,Vertebrae,9.518234768352992,"[""kamui""]",1583946
294,Slack,9.49506215643265,"[""link""]",940533
295,$MOKE,9.462715245943318,"[""purin""]",4740521
296,Mighty Morfin,9.455798114724987,"[""pikachu""]",1630530
297,TAR,9.412106883986953,"[""mario""]",4492591
298,Hurzt,9.407519566918854,"[""dedede""]",2717522
299,CoNavySeal,9.361769184967525,"[""demon""]",3818891
300,Fishboi,9.237099607225343,"[""yoshi""]",1540302
301,3AM,9.1407881735017,"[""gekkouga""]",2331696
302,CrossSlash,9.096334952086734,"[""yoshi"", ""littlemac"", ""robot""]",2235741
303,annamation,8.821208312542863,"[""kirby""]",1699369
304,Donuts,8.761208114996164,"[""kirby""]",2240418
305,Vaseline,8.754803777066993,"[""pacman""]",3197862
306,mania,8.748404120631943,"[""jack""]",2785367
307,Chocolate,8.712227664005455,"[""miifighter""]",1759912
308,Rlue,8.621388853889043,"[""packun""]",3884948
309,BlazeAlbino06,8.54606658116962,"[""koopa""]",2615711
310,Hakuza,8.521105678822378,"[""donkey""]",1402044
311,Delta,8.500360626842351,"[""donkey""]",4944609
312,Phryo,8.37898876823838,"[""ridley""]",4690570
313,StayCloudy,8.354515857990584,"[""gekkouga""]",3621401
314,Tilted,8.20917217376978,"[""jack"", ""falco""]",2377635
315,Twinkltoes,8.201172073663303,"[""yoshi""]",3180142
316,Strakh,8.195177115355541,"[""gekkouga""]",2508710
317,kahdeh,8.155322562779881,"[""dolly""]",3730125
318,Kalm,8.03691805649479,"[""younglink""]",1711561
319,Lumin!,7.964760454148055,"[""eflame_first""]",2737569
320,11D7,7.943433390147518,"[""ice_climber""]",4064891
